Intermédiaire;Date envoi de la commande;MEN#;PO#;N° Lot;Fournisseur;OP/Client/Appro;Acompte;Alerte;Etat de la commande;Payé ?;"Nombre de mois 
(de la commande à la livraison)";Artwork;REF;Désignation;Quantité;PU;Prix / référence;Total prix commande;Frais supp;Total prix sur facture ;PCB;Volume m3  PCB;Volume m3 réfernce total;Volume m3 commande;"Matière
(MAT)";"Semi-production
(SP)";"Echantillon de
conformité";"Production
(BAT)";Date inspection;Rapport d'inspection;"Réception
(RECEP)";"Non-conformité
(NCR)";ETD confirmé;"Retard 
(jours)";ETD réel;ETA;Date de livraison;Lieu de livraison;N° BL;N° Conteneur;N° Facture;Transport ;Transitaire;Colis/pièces manquantes
TB CHINA;2026-01-14;26002;173651.0;2512241016;NOSKI;Appro 251217;Aucun; /;En production;Non;;Aucun;433870;FETTE KOS(TOSCANE SATINE)+GENC;7056.0;0.36;2540.16;8942.448;;8942.448;144.0;0.00969375;0.47499374999999994;3.59619375;Non reçu;Non reçu;;Non reçu;;;;;2026-04-25 00:00:00;;;;;POMMIER;;;;;;
DIRECT;2026-01-14;Pas de MEN;173653.0;2512241122;SURPASS;Appro 251217;Aucun; /;En production;Non;;Envoyé;10010152;EPLUCHEUR CERAMIQUE SIPLEC10300667 LAME BLANCHE BLISTER PEGB;30006.0;0.369;11072.214;58869.792;;58869.792;18.0;0.014325999999999998;23.881441999999996;61.963979249999994;Aucune;Aucune;Aucune;Aucune;Aucune;Aucun;;;2026-04-25 00:00:00;;;;;POMMIER;;;;;;
DIRECT;2026-01-14;Pas de MEN;173653.0;2512241122;SURPASS;Appro 251217;Aucun; /;En production;Non;;Envoyé;10010153;OFFICE CERAMIQUE SIPLEC10300664 LAME BLANCHE BLISTER PEGB;12006.0;0.854;10253.124;58869.792;;58869.792;18.0;0.010559249999999997;7.043019749999998;61.963979249999994;Aucune;Aucune;Aucune;Aucune;Aucune;Aucun;;;2026-04-25 00:00:00;;;;;POMMIER;;;;;;
DIRECT;2026-01-14;Pas de MEN;173653.0;2512241122;SURPASS;Appro 251217;Aucun; /;En production;Non;;Envoyé;10010154;CUISINE CERAMIQUE SIPLEC10300663 LAME BLANCHE BLISTER PEGB;15012.0;1.416;21256.992;58869.792;;58869.792;18.0;0.017225999999999998;14.366483999999998;61.963979249999994;Aucune;Aucune;Aucune;Aucune;Aucune;Aucun;;;2026-04-25 00:00:00;;;;;POMMIER;;;;;;
DIRECT;2026-01-14;Pas de MEN;173653.0;2512241122;SURPASS;Appro 251217;Aucun; /;En production;Non;;Envoyé;10010155;CHEF 15 CERAMIQUE SIPLEC10300662 LAME BLANCHE BLISTER PEGB;6012.0;1.727;10382.724;58869.792;;58869.792;18.0;0.018944000000000003;6.3272960000000005;61.963979249999994;Aucune;Aucune;Aucune;Aucune;Aucune;Aucun;;;2026-04-25 00:00:00;;;;;POMMIER;;;;;;
DIRECT;2026-01-14;Pas de MEN;173653.0;2512241122;SURPASS;Appro 251217;Aucun; /;En production;Non;;Envoyé;10010196;EPLUCHEUR UNIVERSAL CERAMIC CRF SS BLISTER PEGB;16002.0;0.369;5904.738;58869.792;;58869.792;18.0;0.0116375;10.3457375;61.963979249999994;Aucune;Aucune;Aucune;Aucune;Aucune;Aucun;;;2026-04-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;445706;BEURRE ACIDULE BEE COUL PANACH EN BTE DE 12;25056.0;0.304;7617.023999999999;212703.09599999996;;212703.09599999996;144.0;0.010143;1.7648819999999998;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;430535;FETTE AMANDE BLEU+GENCOD;5280.0;0.205;1082.3999999999999;212703.09599999996;;212703.09599999996;240.0;0.024528000000000005;0.5396160000000001;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;31260012;FOURCHETTE COTTAGE RUBIS + GENCOD;3840.0;0.217;833.28;212703.09599999996;;212703.09599999996;240.0;0.029951999999999996;0.47923199999999994;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;31260014;CAFE COTTAGE RUBIS + GENCOD;3840.0;0.193;741.12;212703.09599999996;;212703.09599999996;240.0;0.021704374999999998;0.34726999999999997;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;31930018;CUILLERE DROP LIGHT WOOD;7680.0;0.24;1843.1999999999998;212703.09599999996;;212703.09599999996;240.0;0.0308;0.9856;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;30170026;CUILLERE LAG DUO NOIR+ GENCOD;1920.0;0.322;618.24;212703.09599999996;;212703.09599999996;240.0;0.029792;0.238336;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;30170042;FOURCHETTE LAG DUO VERT FONCE 5615C VRAC + GENCOD;6000.0;0.318;1908;212703.09599999996;;212703.09599999996;240.0;0.03031875;0.75796875;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;30170044;CAFE LAG DUO VERT FONCE 5615C VRAC + GENCOD;5040.0;0.248;1249.92;212703.09599999996;;212703.09599999996;240.0;0.02118675;0.44492175;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;30170029;FOURCHETTE LAG DUO ROUGE 200 C+ GENCOD;5280.0;0.318;1679.04;212703.09599999996;;212703.09599999996;240.0;0.028940625;0.6366937500000001;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Envoyé;21520002;M16 LAGUIOLE INTUITION SATINE EN BOITE LAGUIOLE;4002.0;4.956;19833.912;212703.09599999996;;212703.09599999996;6.0;0.023249999999999996;15.507749999999998;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;21520003;COUTEAU LAGUIOLE INTUITION BRILLANT + GENCOD;12240.0;0.42;5140.8;212703.09599999996;;212703.09599999996;120.0;0.013662000000000002;1.3935240000000002;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;21520004;FOURCHETTE LAGUIOLE INTUITION BRILLANT + GENCOD;8520.0;0.302;2573.04;212703.09599999996;;212703.09599999996;120.0;0.016146;1.146366;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;21520005;CUILLERE LAGUIOLE INTUITION BRILLANT + GENCOD;4080.0;0.302;1232.1599999999999;212703.09599999996;;212703.09599999996;120.0;0.016146;0.548964;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;21520007;COUTEAU LAGUIOLE INTUITION SATINE + GENCOD;8520.0;0.42;3578.4;212703.09599999996;;212703.09599999996;120.0;0.013662000000000002;0.9700020000000001;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;20100004;FOURCHETTE LAGUIOLE METAL VRAC + GENCOD;2400.0;0.295;708;212703.09599999996;;212703.09599999996;240.0;0.03031875;0.3031875;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;30101105;COUTEAU LAGUIOLE ABS GRIS MARBRE VRAC + GENCOD;12000.0;0.23;2760;212703.09599999996;;212703.09599999996;240.0;0.018980999999999998;0.94905;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;30101112;CAFE LAGUIOLE ABS IVOIRE NACRE VRAC + GENCOD;3360.0;0.196;658.5600000000001;212703.09599999996;;212703.09599999996;240.0;0.020404999999999996;0.2856699999999999;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;427560;CT LAG TABLE METAL+GENCOD;5616.0;0.325;1825.2;212703.09599999996;;212703.09599999996;144.0;0.014580000000000003;0.5686200000000001;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Envoyé;441350;6 CX LAG MARBRE MULTICOLOR CLAIR EN BTE LAGUIOLE HERITAGE;1452.0;2.051;2978.052;212703.09599999996;;212703.09599999996;6.0;0.009800000000000001;2.3716000000000004;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Attente Clarisse;441380;6 CAFE LAG MARBRE MULTICOLOR EN BTE LAGUIOLE HERITAGE;702.0;1.974;1385.748;212703.09599999996;;212703.09599999996;6.0;0.010943999999999999;1.2804479999999998;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32070033;COUTEAU OPEN DECOR POIS ROUGE 3517C TB COLLECTION;4800.0;0.239;1147.2;212703.09599999996;;212703.09599999996;240.0;0.026600000000000002;0.532;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32070034;FOURCHETTE OPEN DECOR POIS ROUGE 3517C TB COLLECTION;4800.0;0.237;1137.6;212703.09599999996;;212703.09599999996;240.0;0.029303999999999997;0.5860799999999999;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32070035;CUILLERE OPEN DECOR POIS ROUGE 3517C TB COLLECTION;3600.0;0.249;896.4;212703.09599999996;;212703.09599999996;240.0;0.030318750000000002;0.45478125;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32070036;CAFE OPEN DECOR POIS ROUGE 3517C TB COLLECTION;3600.0;0.213;766.8;212703.09599999996;;212703.09599999996;240.0;0.016800000000000002;0.25200000000000006;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32070037;COUTEAU OPEN DECOR POIS NOIR 6C TB COLLECTION;4560.0;0.239;1089.84;212703.09599999996;;212703.09599999996;240.0;0.025650000000000003;0.48735000000000006;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32070038;FOURCHETTE OPEN DECOR POIS NOIR 6C TB COLLECTION;4560.0;0.237;1080.72;212703.09599999996;;212703.09599999996;240.0;0.03135;0.59565;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32070039;CUILLERE OPEN DECOR POIS NOIR 6C TB COLLECTION;3600.0;0.249;896.4;212703.09599999996;;212703.09599999996;240.0;0.030095999999999998;0.45143999999999995;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32070040;CAFE OPEN DECOR POIS NOIR 6C TB COLLECTION;4560.0;0.213;971.28;212703.09599999996;;212703.09599999996;240.0;0.02052;0.38988;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Envoyé;32070049;M24 OPEN DECOR POIS ROUGE 3517C POT PET TB COLLECTION;3960.0;5.88;23284.8;212703.09599999996;;212703.09599999996;6.0;0.018528125000000003;12.228562500000002;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32070007;CUILLERE OPEN DECOR FUROSHIKI CARREFOUR HOME;5280.0;0.249;1314.72;212703.09599999996;;212703.09599999996;240.0;0.029303999999999997;0.6446879999999999;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32210001;COUTEAU OPEN UNI COLOR BLEU 2180C CARREFOUR HOME;3600.0;0.196;705.6;212703.09599999996;;212703.09599999996;240.0;0.026125000000000002;0.39187500000000003;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32210004;CAFE OPEN UNI COLOR BLEU 2180C CARREFOUR HOME;7200.0;0.17;1224;212703.09599999996;;212703.09599999996;240.0;0.02052;0.6156;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32210006;FOURCHETTE OPEN UNI COLOR GRIS BLEUTE 432C CARREFOUR HOME;9360.0;0.192;1797.1200000000001;212703.09599999996;;212703.09599999996;240.0;0.0323;1.2597;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32210007;CUILLERE OPEN UNI COLOR GRIS BLEUTE 432C CARREFOUR HOME;5280.0;0.206;1087.6799999999998;212703.09599999996;;212703.09599999996;240.0;0.029008;0.638176;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32000022;COUTEAU LAGUIOLE PASSION ABS NOIR 6C + GENCOD;8400.0;0.3;2520;212703.09599999996;;212703.09599999996;240.0;0.029376000000000006;1.0281600000000002;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32000024;CUILLERE LAGUIOLE PASSION ABS NOIR 6C + GENCOD;7200.0;0.314;2260.8;212703.09599999996;;212703.09599999996;240.0;0.029792;0.89376;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32000025;CAFE LAGUIOLE PASSION ABS NOIR 6C + GENCOD;7680.0;0.28;2150.4;212703.09599999996;;212703.09599999996;240.0;0.02052;0.65664;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;32000028;CUILLERE LAGUIOLE PASSION ABS BLANC + GENCOD;3600.0;0.314;1130.4;212703.09599999996;;212703.09599999996;240.0;0.029792;0.44688;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Envoyé;30363723;M24 TROQUET VERT DE GRIS PANTONE 5595 C POT PET;8001.0;2.61;20882.61;212703.09599999996;;212703.09599999996;9.0;0.018528125000000003;16.471503125;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Envoyé;424340;M24 TROQUET NOIR POT PET;6003.0;2.61;15667.83;212703.09599999996;;212703.09599999996;9.0;0.018816000000000003;12.550272000000001;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Envoyé;32000002;M24 PASSION BLANC BOITE LAGUIOLE HERITAGE;4800.0;7.23;34704;212703.09599999996;;212703.09599999996;6.0;0.02379;19.032;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Envoyé;32000001;M24 PASSION NOIR 6C BOITE LAGUIOLE HERITAGE;4800.0;7.23;34704;212703.09599999996;;212703.09599999996;6.0;0.02379;19.032;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26013;173654.0;2512241134;HONGXING;Appro 251217;Aucun; /;En production;Non;;Aucun;21160005;CAFE IMPERIAL + GENCOD;7680.0;0.135;1036.8000000000002;212703.09599999996;;212703.09599999996;240.0;0.018810000000000004;0.6019200000000001;121.76061962500002;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-14;26005;173655.0;2512241221;MINGHAO;Appro 251217;Aucun; /;En production;Non;;Envoyé;10600008;BLOC NOIR MAT 8PCE 1/2 SOIE;5004.0;5.4;27021.600000000002;27021.600000000002;;27021.600000000002;6.0;0.027779399999999996;23.168019599999997;23.168019599999997;Non reçu;Non reçu;;Non reçu;;;;;2026-04-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-14;26006;173657.0;2512241225;JIT GLOBAL;Appro 251217;Aucun; /;En production;Non;;Envoyé;10590004;CISEAU UNIVERSEL 20.3CM BI M COUTEAU DU CHEF;6720.0;0.868;5832.96;12295.68;;12295.68;96.0;0.029342250000000004;2.0539575;3.0648795;Non reçu;Non reçu;;Non reçu;;;;;2026-04-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-14;26006;173657.0;2512241225;JIT GLOBAL;Appro 251217;Aucun; /;En production;Non;;Envoyé;10340037;TARTINEUR BOIS CLAIR CRF VRAC + GENCOD;18360.0;0.352;6462.719999999999;12295.68;;12295.68;360.0;0.019822000000000003;1.010922;3.0648795;Non reçu;Non reçu;;Non reçu;;;;;2026-04-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26011;174076.0;FSC100L2601121539;JIT GLOBAL;Appro 251217;Aucun; /;En production;Non;;Aucun;10340031;OFFICE BOIS COULEUR PANACHE HOMESIDE SIPLEC;22320.0;0.236;5267.5199999999995;8168.4;;8168.4;360.0;0.023462999999999998;1.4547059999999998;2.139687;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26011;174076.0;FSC100L2601121539;JIT GLOBAL;Appro 251217;Aucun; /;En production;Non;;Aucun;10340032;EPLUCHEUR BOIS COULEUR PANACHE HOMESIDE SIPLEC;12240.0;0.237;2900.8799999999997;8168.4;;8168.4;360.0;0.0201465;0.6849810000000001;2.139687;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-13;26001;174089.0;2601130850;HONGXING;CARREFOUR;Aucun;Réunion OP;En production;Non;;Envoyé;30363724;M24 CLASSIC BLEU PANTONE 655C CARREFOUR;4626.0;2.61;12073.859999999999;12073.859999999999;;12073.859999999999;6.0;0.0143;11.0253;11.0253;Non reçu;Non reçu;;Non reçu;;;Aucune;Aucune;2026-03-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-23;26010;174464.0;2601190837;HONGXING;POLYFLAME;Aucun; /;En production;Non;;Envoyé;20110042;LAG HERITAGE MÉNAGÈRE STYLE 16PCS POLYFLAME;1002.0;5.143;5153.286;7457.886;;7457.886;6.0;0.01938275;3.23691925;3.23691925;Non reçu;Non reçu;;Non reçu;;;Aucune;Aucune;2026-05-15 00:00:00;;;;;POLYFLAME;;;;;;
TB CHINA;2026-01-23;26010;174464.0;2601190837;HONGXING;POLYFLAME;Aucun; /;En production;Non;;Envoyé;10110031;LAG HERITAGE COFFRET 6PCS ABS POLYFLAME;1002.0;2.3;2304.6;7457.886;;7457.886;6.0;0.0;0.0;3.23691925;Non reçu;Non reçu;;Non reçu;;;Aucune;Aucune;2026-05-15 00:00:00;;;;;POLYFLAME;;;;;;
TB CHINA;2026-01-23;26008;174467.0;2601190843;SCIKIO;POLYFLAME;1086; /;En production;Non;;Envoyé;10110026;LAG HERITAGE COUTEAU PLIANT EN BOIS ZEBRA POLYFLAME;1000.0;3.62;3620;3620;;3620;100.0;0.03586275;0.3586275;0.3586275;Non reçu;Non reçu;;Non reçu;;;Aucune;Aucune;2026-05-02 00:00:00;;;;;POLYFLAME;;;;;;
TB CHINA;2026-01-23;26009;174471.0;2601190845;GUANGWEI;POLYFLAME;Aucun; /;En production;Non;;Envoyé;10110025;LAG HERITAGE COUTEAUX STEAK NOYER 6PCS POLYFLAME;1200.0;6.21;7452;7452;;7452;12.0;0.017894124999999997;1.7894124999999996;1.7894124999999996;Non reçu;Non reçu;;Non reçu;;;Aucune;Aucune;2026-04-30 00:00:00;;;;;POLYFLAME;;;;;;
TB CHINA;2026-01-26;26012;174711.0;2601201635;HONGXING;GIFI;Aucun; /;En production;Non;;A envoyé;407400;M24 ROMANE BOITE TB COLLECTION;4800.0;3.942;18921.600000000002;27465.600000000002;;27465.600000000002;6.0;0.02511;20.088;30.456000000000003;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-26;26012;174711.0;2601201635;HONGXING;GIFI;Aucun; /;En production;Non;;A envoyé;31260023;M16 COTTAGE IVOIRE P1013 BOITE TB COLLECTION;2400.0;3.56;8544;27465.600000000002;;27465.600000000002;6.0;0.025920000000000002;10.368;30.456000000000003;Non reçu;Non reçu;;Non reçu;;;;;2026-04-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-02-05;26015;174853.0;2601221418;GUANGWEI;Appro 251217;Aucun;/;En production;Non;;Envoyé;430570;LAG FERMANT LAME 10CM BOIS COUL ASSORTIES;5364.0;4.584;24588.575999999997;28470.816;;28470.816;36.0;0.031536;4.698864;5.859864;Non reçu;Non reçu;;Non reçu;;;;;2026-05-15 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-02-05;26015;174853.0;2601221418;GUANGWEI;Appro 251217;Aucun;/;En production;Non;;Aucun;10050013;HUITRE HERITAGE SENS LASURE COULEUR PANACHE +GENCOD;5760.0;0.674;3882.2400000000002;28470.816;;28470.816;144.0;0.029025;1.161;5.859864;Non reçu;Non reçu;;Non reçu;;;;;2026-05-15 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-28;26014;175019.0;2601261204;GUANGWEI;INTERMARCHE/GALEC;Aucun; Réunion OP;En production;Non;;Envoyé;40020037;COFFRET LAGUIOLE HERITAGE FOIE GRAS 2P ACIDULE ROUGE;2400.0;1.79;4296;15574.8;;15574.8;6.0;0.009072;3.6288;10.695078;Non reçu;Non reçu;;Non reçu;;;;;2026-05-15 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-28;26014;175019.0;2601261204;GUANGWEI;INTERMARCHE/GALEC;Aucun; Réunion OP;En production;Non;;Envoyé;10050033;COFFRET LAGUIOLE HERITAGE FROMAGE 3P SENS BOIS D'OLIVIER;1602.0;3;4806;15574.8;;15574.8;6.0;0.009234000000000001;2.465478;10.695078;Non reçu;Non reçu;;Non reçu;;;;;2026-05-15 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-28;26014;175019.0;2601261204;GUANGWEI;INTERMARCHE/GALEC;Aucun; Réunion OP;En production;Non;;Envoyé;10020127;COFFRET LAGUIOLE HERITAGE FROMAGE 3P ACIDULE ROUGE;2400.0;2.087;5008.8;15574.8;;15574.8;6.0;0.009234000000000001;3.6936000000000004;10.695078;Non reçu;Non reçu;;Non reçu;;;;;2026-05-15 00:00:00;;;;;POMMIER;;;;;;
